"PointID","x","y","z"
3013, 3.841268315737772e+01, 9.451864371574730e-01, 3.248246889005262e-01
3014, 3.628094233611854e+01, 2.689423265663844e+00, 1.953585226439948e+00
3015, 3.598350158026079e+01, 2.557397813642840e+00, 2.084649688695481e+00
3016, 3.601880933836787e+01, 2.584756926770617e+00, 2.076931312548271e+00
3017, 3.604144223222584e+01, 2.558108359810416e+00, 2.070931524589109e+00
3018, 3.602045006412542e+01, 2.534190401387258e+00, 2.072485131725063e+00
3019, 3.629324652874202e+01, 2.680658923741645e+00, 1.956447405666315e+00
3020, 3.628960858341801e+01, 2.684756885475587e+00, 1.954426354429313e+00
3021, 3.628722440864600e+01, 2.687557115543706e+00, 1.952971522866823e+00
3022, 3.628431182023395e+01, 2.687009706693882e+00, 1.954406981419639e+00
3023, 1.884710787664870e+01, 1.233807758181821e+00, 3.278053784405960e+00
3024, 1.864585451021211e+01, 1.237258364687970e+00, 3.281618483515907e+00
3025, 1.865451284992927e+01, 1.494831058045248e+00, 3.315866329518924e+00
3026, 1.884894360136992e+01, 1.491494955253635e+00, 3.312479779148201e+00
3027, 3.631627851228716e+01, 2.652915682865052e+00, 1.968860157562418e+00
3028, 3.826700533237221e+01, 9.427718401743364e-01, 3.726709292291032e-01
3029, 3.839151515453657e+01, 1.056144875298346e+00, 3.698101624040097e-01
3030, 1.662851854628072e+01, 1.288937532433070e+00, 3.300697284305507e+00
3031, 1.636788019822220e+01, 1.289006206117570e+00, 3.299741308201206e+00
3032, 1.636776153065357e+01, 1.546520191266183e+00, 3.335560089916267e+00
3033, 1.662860414203434e+01, 1.546507212867333e+00, 3.336104944401401e+00
3034, 4.695435916556416e+00, 1.276534509772810e+00, 2.464521509291843e+00
3035, 4.951762821474005e+00, 1.271773112121796e+00, 2.513808573337672e+00
3036, 5.199763225282787e+00, 1.277150108307869e+00, 2.560051960475110e+00
3037, 4.687454115231302e+00, 1.550609264934733e+00, 2.521166405802372e+00
3038, 1.454657321701987e+01, 1.289191604336943e+00, 3.276465916303708e+00
3039, 1.428647652709837e+01, 1.289148393380958e+00, 3.270664327449571e+00
3040, 1.428549485776810e+01, 1.546089947220837e+00, 3.310411065145954e+00
3041, 1.454570818637759e+01, 1.546211896676791e+00, 3.315700043500831e+00
3042, 1.402633069181706e+01, 1.289099094931992e+00, 3.264209580739899e+00
3043, 1.402523015007009e+01, 1.545961847897552e+00, 3.304461638160548e+00
3044, 1.298565053677387e+01, 1.288862040967786e+00, 3.231570600779515e+00
3045, 1.298403813446512e+01, 1.545425358942349e+00, 3.273676371622082e+00
3046, 1.324421143756333e+01, 1.545559044665060e+00, 3.282459157973993e+00
3047, 1.324569186691951e+01, 1.288925016867087e+00, 3.240781949949215e+00
3048, 1.272558703464643e+01, 1.288798677875238e+00, 3.221625388477834e+00
3049, 1.272383901123942e+01, 1.545295581125712e+00, 3.264128509311587e+00
3050, 1.194332773924095e+01, 1.544954060408765e+00, 3.230643498338307e+00
3051, 1.194549890207304e+01, 1.288620211114543e+00, 3.187187936422829e+00
3052, 1.214395347176392e+01, 2.707312433109783e+00, 3.400504606028926e+00
3053, 1.189109159406071e+01, 2.693968273420136e+00, 3.389142821185944e+00
3054, 1.523061429511137e+01, 2.963875974601649e+00, 3.457113605089325e+00
3055, 1.536886185180039e+01, 2.697038636695377e+00, 3.449973016341505e+00
3056, 1.509776957504950e+01, 2.615280015354313e+00, 3.445537320307165e+00
3057, 1.502620775593205e+01, 2.881639370025695e+00, 3.456932637470130e+00
3058, 1.546479347596369e+01, 3.010402940113692e+00, 3.455595714769569e+00
3059, 3.528986997293088e+01, 2.487612951729199e+00, 2.225120845915693e+00
3060, 1.565083139531574e+01, 2.957824523138702e+00, 3.454903339271910e+00
3061, 1.560204751964044e+01, 2.732184892287674e+00, 3.450754529054576e+00
3062, 1.584894606111283e+01, 2.922045134688546e+00, 3.453434823124425e+00
3063, 1.583296708790892e+01, 2.698794042235664e+00, 3.448177180612809e+00
3064, 1.606783652969047e+01, 2.874916971564609e+00, 3.451236941151566e+00
3065, 1.602796642111637e+01, 2.624019193492375e+00, 3.443461554529378e+00
3066, 3.699279528849926e+01, 1.388999092334225e+00, 1.028830917706409e+00
3067, 3.674026923864652e+01, 1.388100757539315e+00, 1.120296125589893e+00
3068, 3.741903410145290e+01, 1.210020117894606e+00, 7.797947804295350e-01
3069, 3.755819462046651e+01, 1.359840492979612e+00, 8.082302115414888e-01
3070, 1.682260224864453e+01, 2.812472236828650e+00, 3.442111985713650e+00
3071, 1.705303358427016e+01, 2.807495728580596e+00, 3.438990108994566e+00
3072, 1.704834146845877e+01, 2.561452097154887e+00, 3.431150726405622e+00
3073, 1.681719939965126e+01, 2.552809803686455e+00, 3.433225479720391e+00
3074, 1.728683082399228e+01, 2.800812197667388e+00, 3.435584880645064e+00
3075, 1.728439532567652e+01, 2.554098445099136e+00, 3.427967751581584e+00
3076, 1.979176556972461e+01, 2.740932262937503e+00, 3.390768337120381e+00
3077, 1.978686813184789e+01, 2.481187642797966e+00, 3.383028676312731e+00
3078, 1.901595390192537e+01, 2.757148655899853e+00, 3.405723318645989e+00
3079, 1.901026061412793e+01, 2.497407709580644e+00, 3.398544526246925e+00
3080, 1.875101288519046e+01, 2.502532718023879e+00, 3.403383798000235e+00
3081, 1.874539030956203e+01, 2.766182038474565e+00, 3.410811085970699e+00
3082, 1.927523334235592e+01, 2.754778319964492e+00, 3.400842273748371e+00
3083, 1.951736111099174e+01, 2.487350585450114e+00, 3.388606341590338e+00
3084, 1.952452127988662e+01, 2.747051746741973e+00, 3.396011197617200e+00
3085, 1.926985711200983e+01, 2.495029728340121e+00, 3.393654704572182e+00
3086, 2.107819285449559e+01, 2.734886827354726e+00, 3.364438606134217e+00
3087, 2.083261681432209e+01, 2.734481526750713e+00, 3.369635508587729e+00
3088, 2.130793059784274e+01, 2.738603028402022e+00, 3.359555254834684e+00
3089, 2.129510736497773e+01, 2.493018021519907e+00, 3.350678818308785e+00
3090, 2.107001105867091e+01, 2.484186699918177e+00, 3.355490021518916e+00
3091, 2.198315981580147e+01, 2.715878573652520e+00, 3.343766632034658e+00
3092, 2.196342539661097e+01, 2.466645018558842e+00, 3.332707963567435e+00
3093, 2.173151977098400e+01, 2.490612255861514e+00, 3.339975142124011e+00
3094, 2.174289974359928e+01, 2.727801384136469e+00, 3.349626535244998e+00
3095, 2.151052970266392e+01, 2.499928505437436e+00, 3.345894753594319e+00
3096, 2.153137830875833e+01, 2.737764577813669e+00, 3.354621303266715e+00
3097, 3.627427414561291e+01, 2.686226467570079e+00, 1.958442135749448e+00
3098, 2.302791345374315e+01, 2.666582035705531e+00, 3.315993970449520e+00
3099, 2.303248448134683e+01, 2.428228298037997e+00, 3.300698476549678e+00
3100, 2.380749386641346e+01, 2.642442833613401e+00, 3.293160209845025e+00
3101, 2.406204609087805e+01, 2.634011650467815e+00, 3.285148034642832e+00
3102, 2.405830629644009e+01, 2.399107242753924e+00, 3.266243792391535e+00
3103, 2.380932281736825e+01, 2.409573661247138e+00, 3.275324652868055e+00
3104, 2.484006257719337e+01, 2.605571171470935e+00, 3.258563557917062e+00
3105, 2.482920275578205e+01, 2.359032925355120e+00, 3.235182286915812e+00
3106, 2.456566931709443e+01, 2.371830778181246e+00, 3.246120718731818e+00
3107, 2.458359083023176e+01, 2.615471819478378e+00, 3.267724289698077e+00
3108, 2.509811171952089e+01, 2.595465939581308e+00, 3.248919947719018e+00
3109, 2.535390270994925e+01, 2.585066394556234e+00, 3.238875381827315e+00
3110, 2.561242448452847e+01, 2.574079087758853e+00, 3.228175519519987e+00
3111, 2.560000530239602e+01, 2.316110048767208e+00, 3.199530553868141e+00
3112, 2.534204176272369e+01, 2.326922083862232e+00, 3.211565456468550e+00
3113, 2.586696656103239e+01, 2.562872851413236e+00, 3.217060267686589e+00
3114, 2.612471381642462e+01, 2.551008077931713e+00, 3.205156696434802e+00
3115, 2.585398492614693e+01, 2.305088432902385e+00, 3.187069703006945e+00
3116, 5.198393228387499e+00, 1.497727017014744e+00, 2.611114555349269e+00
3117, 5.457624711487858e+00, 1.277376379282758e+00, 2.603308424453062e+00
3118, 5.983943747095255e+00, 1.265450594960406e+00, 2.679165480682170e+00
3119, 5.715739406029307e+00, 1.277820822270729e+00, 2.643490822510251e+00
3120, 6.008195684882558e+00, 1.469948771356237e+00, 2.731023566579393e+00
3121, 5.159906732959858e+00, 1.725204589419517e+00, 2.647103129149290e+00
3122, 2.715698462623446e+01, 2.498183272981911e+00, 3.149889131713301e+00
3123, 2.739290648678211e+01, 2.227575967579125e+00, 3.095267442109789e+00
3124, 2.714048609415312e+01, 2.241586518356876e+00, 3.112521014965021e+00
3125, 2.831507776344241e+01, 1.254756446809200e+00, 2.779954779284327e+00
3126, 2.805536130706157e+01, 1.256850762451926e+00, 2.805531108611572e+00
3127, 2.792188966198439e+01, 2.453239791809780e+00, 3.099516366789275e+00
3128, 2.790301645040573e+01, 2.197573892185307e+00, 3.057284751134827e+00
3129, 2.764930824629037e+01, 2.212733209664002e+00, 3.076708198524568e+00
3130, 2.920968490335555e+01, 2.371530980459500e+00, 2.996342791641448e+00
3131, 2.919019189686085e+01, 2.117785596096772e+00, 2.944171525274568e+00
3132, 2.893152732127323e+01, 2.133196744532604e+00, 2.968401340056769e+00
3133, 2.895169887971845e+01, 2.387355761227584e+00, 3.018285875920559e+00
3134, 3.099492231183003e+01, 2.634379636853184e+00, 2.916115704760607e+00
3135, 3.116485045280869e+01, 2.722625234530919e+00, 2.915607341052536e+00
3136, 3.124233176992935e+01, 2.592004833432787e+00, 2.893167356831415e+00
3137, 3.107640516754586e+01, 2.481892544341577e+00, 2.883628920376439e+00
3138, 3.129777734010246e+01, 2.803626508475287e+00, 2.911903045422921e+00
3139, 3.136828233142315e+01, 2.687461808250179e+00, 2.898177882155929e+00
3140, 3.141472933578887e+01, 2.876213680103717e+00, 2.903252934736922e+00
3141, 3.151453092312792e+01, 2.939019282505220e+00, 2.890185915727362e+00
3142, 3.157188623618337e+01, 2.847714811080694e+00, 2.891829786410778e+00
3143, 3.147841708136214e+01, 2.773300856662767e+00, 2.897679716504423e+00
3144, 3.648815085222646e+01, 2.264656935492785e+00, 1.811216917182206e+00
3145, 3.651536994720414e+01, 2.230317795919456e+00, 1.774383067395112e+00
3146, 3.646657717549915e+01, 2.194001030851713e+00, 1.754082973096356e+00
3147, 3.643614415173338e+01, 2.232182587440652e+00, 1.794418787338663e+00
3148, 3.174920972639978e+01, 3.085403339956148e+00, 2.829127216307325e+00
3149, 3.179197400970254e+01, 3.025741585139068e+00, 2.845098506571436e+00
3150, 3.180619899762148e+01, 3.120600530222804e+00, 2.805893339403081e+00
3151, 3.184479286594836e+01, 3.069107057017002e+00, 2.823740698233472e+00
3152, 3.185416832378193e+01, 3.148829759994242e+00, 2.784066671900620e+00
3153, 3.188886776247256e+01, 3.103821794640272e+00, 2.802741152845039e+00
3154, 3.620967637420230e+01, 2.693488577216727e+00, 1.974509012721597e+00
3155, 3.825914925419566e+01, 1.112814121407665e+00, 4.376750537267068e-01
3156, 3.814290619027430e+01, 1.176972507523675e+00, 5.064487095684127e-01
3157, 3.826433278375147e+01, 1.216065433063350e+00, 4.832567064184398e-01
3158, 3.840276818014461e+01, 1.164918805526333e+00, 4.114518683803705e-01
3159, 3.838906420400097e+01, 1.246893330710824e+00, 4.563441112387325e-01
3160, 3.837809530890084e+01, 1.337704913770673e+00, 5.109395513200531e-01
3161, 3.838281152575313e+01, 1.434558233845749e+00, 5.712437149282510e-01
3162, 3.651523301056665e+01, 2.151370085426374e+00, 1.705162755522097e+00
3163, 3.697806364971575e+01, 1.187232589495594e+00, 9.286469877853997e-01
3164, 3.720356200808057e+01, 1.185127528616178e+00, 8.457890303072773e-01
3165, 3.720443082338735e+01, 1.354734345313014e+00, 9.329443019849096e-01
3166, 3.709811361707227e+01, 1.531424666561748e+00, 1.073731072888106e+00
3167, 3.599595391444639e+01, 1.144029096813338e+00, 1.256146114171407e+00
3168, 3.601960215210141e+01, 1.302881918631836e+00, 1.332392654517804e+00
3169, 3.551524555664779e+01, 1.148080740982037e+00, 1.419433961835626e+00
3170, 3.555591713295880e+01, 1.317974071630607e+00, 1.499434166099352e+00
3171, 3.579473878501736e+01, 1.311710688034878e+00, 1.415168047824161e+00
3172, 3.575737895035678e+01, 1.147990685829076e+00, 1.339258409660602e+00
3173, 3.825084797090803e+01, 1.785126051420046e+00, 8.972135980072462e-01
3174, 3.832929617246395e+01, 1.863408811898149e+00, 9.582511502743010e-01
3175, 3.837057528242411e+01, 1.810853463565773e+00, 8.929247377293097e-01
3176, 3.831681972647504e+01, 1.739849728060922e+00, 8.368716784710543e-01
3177, 3.476902721098900e+01, 1.189254478713216e+00, 1.673241882113383e+00
3178, 3.481649531591131e+01, 1.407051765688975e+00, 1.784178879537413e+00
3179, 3.506862690102376e+01, 1.350769066813605e+00, 1.675140209506024e+00
3180, 3.451265566797288e+01, 1.190309873043036e+00, 1.746768594800729e+00
3181, 3.453972548720404e+01, 1.395396183695748e+00, 1.857271061051937e+00
3182, 3.400685613089338e+01, 1.201390001736202e+00, 1.886171620937322e+00
3183, 3.403527159488984e+01, 1.409301102028294e+00, 1.998234452669506e+00
3184, 3.428782877409843e+01, 1.404414160252204e+00, 1.930966066275029e+00
3185, 3.426013357116634e+01, 1.202015715295673e+00, 1.821718832688610e+00
3186, 3.532978282848588e+01, 2.368670600355778e+00, 2.165060257275679e+00
3187, 3.542288361330759e+01, 2.358439133272065e+00, 2.135452228484389e+00
3188, 2.779498477721425e+01, 1.258890747526273e+00, 2.830177838556135e+00
3189, 2.754245527699859e+01, 1.511430801611321e+00, 2.922746966980091e+00
3190, 2.780347684747385e+01, 1.508934765211971e+00, 2.900849857679170e+00
3191, 2.701394599761337e+01, 1.264635632194430e+00, 2.898409871061259e+00
3192, 2.702109144324483e+01, 1.516165264416652e+00, 2.963763403038210e+00
3193, 2.728210033764205e+01, 1.513837191503798e+00, 2.943667616621331e+00
3194, 3.574421960468916e+01, 2.442291281924952e+00, 2.098852258706917e+00
3195, 3.568571701532331e+01, 2.428828090784147e+00, 2.105563441288678e+00
3196, 2.649419629576802e+01, 1.268113109854648e+00, 2.939491272050740e+00
3197, 2.623429127178732e+01, 1.269740228782184e+00, 2.958862173513430e+00
3198, 2.624024817841579e+01, 1.522580347936777e+00, 3.019081125927023e+00
3199, 2.650052441830176e+01, 1.520535894323588e+00, 3.001397785311904e+00
3200, 2.675410601316489e+01, 1.266410748895814e+00, 2.919351787235653e+00
3201, 2.676082719403528e+01, 1.518396639106597e+00, 2.982971321032303e+00
3202, 2.597388593220634e+01, 1.271294144748417e+00, 2.977538025421076e+00
3203, 2.571865455543036e+01, 1.526386870552835e+00, 3.052451642629920e+00
3204, 2.597948585226050e+01, 1.524532776665189e+00, 3.036095298401727e+00
3205, 3.594897845516693e+01, 2.532628618468884e+00, 2.088418135969639e+00
3206, 3.591366277556067e+01, 2.508434652996639e+00, 2.089576643056053e+00
3207, 3.588001258139776e+01, 2.491725705154596e+00, 2.091003378760680e+00
3208, 3.263814992826710e+01, 2.676027881523392e+00, 2.783997722088110e+00
3209, 3.271492257535527e+01, 2.517224892589269e+00, 2.748455591749536e+00
3210, 3.261487018453057e+01, 2.553345821226465e+00, 2.767896318436410e+00
3211, 2.467285196296631e+01, 1.277845952620584e+00, 3.061191640376573e+00
3212, 2.441233030395394e+01, 1.278911144632510e+00, 3.076271146025654e+00
3213, 2.441615323017568e+01, 1.534131046078103e+00, 3.125655311598780e+00
3214, 2.468898410295182e+01, 1.542896538402196e+00, 3.113305144060926e+00
3215, 3.229067062589767e+01, 2.961414943839466e+00, 2.803693225399477e+00
3216, 3.225102794842353e+01, 3.030524485950404e+00, 2.784966013115362e+00
3217, 3.229952633959261e+01, 3.059651785519200e+00, 2.764440842802611e+00
3218, 3.234568026596266e+01, 2.998766947036065e+00, 2.784006850330341e+00
3219, 2.337179856194708e+01, 1.282361153380218e+00, 3.131959794236267e+00
3220, 2.311169438514114e+01, 1.283045737609391e+00, 3.144777315882501e+00
3221, 2.311444050856206e+01, 1.539409567547440e+00, 3.187910503383176e+00
3222, 2.337472980367631e+01, 1.538529776440220e+00, 3.176226728536766e+00
3223, 3.252856166487494e+01, 2.618176341617766e+00, 2.789099272446056e+00
3224, 3.254942549954172e+01, 2.479517940012900e+00, 2.758194566372457e+00
3225, 3.246897286826314e+01, 2.551362160740821e+00, 2.783423491178635e+00
3226, 2.285164568684287e+01, 1.283669865258477e+00, 3.157142227864061e+00
3227, 2.259157087102704e+01, 1.284238552907260e+00, 3.169052535199603e+00
3228, 2.259395443089746e+01, 1.540947659372753e+00, 3.210100349943581e+00
3229, 2.285420303007237e+01, 1.540213623406104e+00, 3.199202522238619e+00
3230, 2.181281195044640e+01, 1.542779334793502e+00, 3.240388029970270e+00
3231, 2.207334124277765e+01, 1.542226394987721e+00, 3.230695557469173e+00
3232, 2.207127474966624e+01, 1.285227613265025e+00, 3.191488122269344e+00
3233, 4.945333621420109e+00, 1.701370191086111e+00, 2.600917858275847e+00
3234, 5.889802252179199e+00, 1.895258744044880e+00, 2.796264399511536e+00
3235, 6.127423871714473e+00, 1.937095287936089e+00, 2.836544245296595e+00
3236, 5.971083516140323e+00, 1.699224687662387e+00, 2.774906455020484e+00
3237, 6.186949297474198e+00, 1.715101137807288e+00, 2.807137836018453e+00
3238, 6.227682991573983e+00, 1.494569900943435e+00, 2.765650473925925e+00
3239, 6.370918881836591e+00, 1.990748217873629e+00, 2.876471418385196e+00
3240, 6.616619220828286e+00, 2.042198949233801e+00, 2.913733664465704e+00
3241, 6.862362637533280e+00, 2.091154836459484e+00, 2.948274158389473e+00
3242, 7.108220335602171e+00, 2.137790232504061e+00, 2.980396975533043e+00
3243, 7.355859704503064e+00, 2.182514548961265e+00, 3.010580647413635e+00
3244, 7.603147881564641e+00, 2.225089466086765e+00, 3.038835200705544e+00
3245, 7.851228797731443e+00, 2.265798301364067e+00, 3.065558668857068e+00
3246, 8.103364927532654e+00, 2.305157632746282e+00, 3.091322393529458e+00
3247, 8.354437674560907e+00, 2.342512755166393e+00, 3.115857404868613e+00
3248, 8.603236327989585e+00, 2.377785099399794e+00, 3.139324515635544e+00
3249, 8.855794809170469e+00, 2.411843365147514e+00, 3.162536446065428e+00
3250, 9.108143267722284e+00, 2.444217765841454e+00, 3.185363371015107e+00
3251, 9.359943889021249e+00, 2.474917226975365e+00, 3.207836536392761e+00
3252, 9.612358748164107e+00, 2.504070654063911e+00, 3.229935416850371e+00
3253, 9.645536728624652e+00, 2.017358858711597e+00, 3.167612466433435e+00
3254, 9.885163695851130e+00, 2.035654682766892e+00, 3.187597466985923e+00
3255, 9.871446710597816e+00, 1.790976047199812e+00, 3.146949197069574e+00
3256, 9.617667385640353e+00, 1.783710216449388e+00, 3.127472663570666e+00
3257, 9.863912871720789e+00, 2.531479682393915e+00, 3.251399739470398e+00
3258, 1.011709533728867e+01, 2.557424059858685e+00, 3.272312322629720e+00
3259, 1.036768958988635e+01, 2.581512515721300e+00, 3.292206715955365e+00
3260, 1.062188547438371e+01, 2.604275886062486e+00, 3.311439099193398e+00
3261, 1.087600409755192e+01, 2.625406925091376e+00, 3.329593109576748e+00
3262, 1.112882649322231e+01, 2.644841554687340e+00, 3.346471205115340e+00
3263, 1.138075976482737e+01, 2.662670283890102e+00, 3.362000858607709e+00
3264, 1.163590174129861e+01, 2.679083369467429e+00, 3.376296924327910e+00
3265, 1.240052034301990e+01, 2.719413531773395e+00, 3.410703768883277e+00
3266, 1.265800786187918e+01, 2.730197270306002e+00, 3.419664186169063e+00
3267, 1.291543090871909e+01, 2.739725756118569e+00, 3.427416870316651e+00
3268, 1.317328525834409e+01, 2.748091929053292e+00, 3.434043464614987e+00
3269, 1.342990925632739e+01, 2.755317392468951e+00, 3.439573486787932e+00
3270, 1.368465205770247e+01, 2.761483845245282e+00, 3.444076806278706e+00
3271, 1.394656427532583e+01, 2.766899349743657e+00, 3.447751331712399e+00
3272, 1.421671046256629e+01, 2.773759858774731e+00, 3.450701294179114e+00
3273, 1.449619449698804e+01, 2.784565787881244e+00, 3.452999893033609e+00
3274, 3.888470927587012e+01, 2.178461456520511e+00, 1.277127948329837e+00
3275, 1.477105413114247e+01, 2.828076965962445e+00, 3.455528697710602e+00
3276, 3.645552495478971e+01, 2.288012249185977e+00, 1.838678497583309e+00
3277, 3.629765774841763e+01, 2.675471669392484e+00, 1.958976544080871e+00
3278, 3.628594194370383e+01, 2.682646411671941e+00, 1.957344907503219e+00
3279, 3.668436611869173e+01, 2.060710408685214e+00, 1.582346896408480e+00
3280, 3.658077043385047e+01, 2.103966936376107e+00, 1.647561777599022e+00
3281, 3.665688453236144e+01, 1.957219475057641e+00, 1.510035172328271e+00
3282, 3.878448991004534e+01, 2.112832899979597e+00, 1.207032143445660e+00
3283, 3.641020986589619e+01, 2.158069192045846e+00, 1.738788344834818e+00
3284, 3.637898587684248e+01, 2.204203225605953e+00, 1.784719818433359e+00
3285, 3.806839905436447e+01, 1.056947714278627e+00, 4.808940856865147e-01
3286, 3.817559694389206e+01, 1.010888026613014e+00, 4.266165965715547e-01
3287, 3.794476075524840e+01, 1.099654969811490e+00, 5.414740238400700e-01
3288, 3.744921827465269e+01, 1.617657035719742e+00, 1.006395556357840e+00
3289, 3.729873270904083e+01, 1.624078049396911e+00, 1.062152572579062e+00
3290, 3.717086319094870e+01, 1.655021338936288e+00, 1.126765059052455e+00
3291, 3.725299591748728e+01, 1.500738641719357e+00, 9.998210501548079e-01
3292, 3.672628089624553e+01, 1.173657347171480e+00, 1.013087141641122e+00
3293, 3.531565388786509e+01, 1.329954598942250e+00, 1.585038651906676e+00
3294, 3.375093245964938e+01, 1.201506649469798e+00, 1.948085477115992e+00
3295, 3.349523063544673e+01, 1.202259631298145e+00, 2.006898036879729e+00
3296, 3.323948506328940e+01, 1.203552881836322e+00, 2.062849098200521e+00
3297, 3.298231847127701e+01, 1.205321870454851e+00, 2.116398821363455e+00
3298, 3.272426085115690e+01, 1.207498614034145e+00, 2.167573421816797e+00
3299, 3.246664810845686e+01, 1.209996200273882e+00, 2.216257769671986e+00
3300, 3.065217279622741e+01, 1.231612601071522e+00, 2.503731639565950e+00
3301, 3.039301175173823e+01, 1.234679126073016e+00, 2.538634817462913e+00
3302, 3.013361255232585e+01, 1.237602914124624e+00, 2.572443622781126e+00
3303, 2.987412884995209e+01, 1.240384619846248e+00, 2.605176910716809e+00
3304, 2.961438197927044e+01, 1.243042030137657e+00, 2.636875999770388e+00
3305, 2.935421780013092e+01, 1.245585492294289e+00, 2.667572957063069e+00
3306, 2.857450869179206e+01, 1.252595524450117e+00, 2.753410762977183e+00
3307, 2.363213137131822e+01, 1.281610214198601e+00, 3.118686279765086e+00
3308, 2.233156937168905e+01, 1.284756022664056e+00, 3.180497906486757e+00
3309, 2.128894937580101e+01, 1.286193615793451e+00, 3.221604635633245e+00
3310, 2.102658779858754e+01, 1.285875248394491e+00, 3.230624127803850e+00
3311, 2.024545930670941e+01, 1.279463560953369e+00, 3.253653539242535e+00
3312, 1.947590095603731e+01, 1.253391504847451e+00, 3.268937920784012e+00
3313, 1.843922394847243e+01, 1.246553001123963e+00, 3.285718531368742e+00
3314, 1.610764101240120e+01, 1.289028207309064e+00, 3.298201320647018e+00
3315, 1.584728729238283e+01, 1.289036272342623e+00, 3.296074392431960e+00
3316, 1.506719163350110e+01, 1.289255444922968e+00, 3.286170001335701e+00
3317, 1.506669321773344e+01, 1.546430288440250e+00, 3.324376321986054e+00
3318, 1.480672010044481e+01, 1.289227624615342e+00, 3.281629052699669e+00
3319, 1.116559775390331e+01, 1.288487842590540e+00, 3.145385245900645e+00
3320, 1.012632812446810e+01, 1.288235323562979e+00, 3.078243517508740e+00
3321, 8.568363419741695e+00, 1.286377227217866e+00, 2.957363369264677e+00
3322, 7.783421396474240e+00, 1.273115719148841e+00, 2.885229944458920e+00
3323, 7.528900236374216e+00, 1.268829594335878e+00, 2.859842622826360e+00
3324, 7.276408667121270e+00, 1.267890053791717e+00, 2.834177543557401e+00
3325, 7.010835418503404e+00, 1.281602111620995e+00, 2.809055226246424e+00
3326, 6.751643260195714e+00, 1.280679523358396e+00, 2.779853877929619e+00
3327, 6.492429303120063e+00, 1.279779018064269e+00, 2.748899499361123e+00
3328, 6.236522990004546e+00, 1.266250999844616e+00, 2.713384138521914e+00
3329, 4.985490969808264e+00, 1.477460986381997e+00, 2.567438144132309e+00
3330, 3.619407241208295e+01, 2.676960282414034e+00, 1.992179103619727e+00
3331, 3.618612724040958e+01, 2.671584122842385e+00, 1.998476902527814e+00
3332, 3.616870674910840e+01, 2.676160612673476e+00, 2.001021795140165e+00
3333, 3.617655145403843e+01, 2.665584022252471e+00, 2.005462267696545e+00
3334, 3.616615516292782e+01, 2.658863882206008e+00, 2.012824063973271e+00
3335, 3.583785779065027e+01, 2.471782647014774e+00, 2.091930038271668e+00
3336, 3.579404346290035e+01, 2.453495234323820e+00, 2.093129615495682e+00
3337, 3.561949330579676e+01, 2.432884490818829e+00, 2.123105687523185e+00
3338, 3.553171047448801e+01, 2.435593833685856e+00, 2.145341004799494e+00
3339, 3.636075423610747e+01, 2.244837095337626e+00, 1.822989506716552e+00
3340, 3.641107476655678e+01, 2.265090785058730e+00, 1.828555731272924e+00
3341, 3.218360560108137e+01, 3.212282611970274e+00, 2.684415634259830e+00
3342, 3.220455814778528e+01, 3.185270683077221e+00, 2.701637393472879e+00
3343, 3.223059063487386e+01, 3.150929573414215e+00, 2.721760563743222e+00
3344, 3.226191700083157e+01, 3.109474026401090e+00, 2.743131846244518e+00
3345, 3.240493286512118e+01, 2.928323891126866e+00, 2.797497683392415e+00
3346, 3.233232446404105e+01, 2.890215241218079e+00, 2.814239989815258e+00
3347, 3.247398414544162e+01, 2.844698397931882e+00, 2.803310615524519e+00
3348, 3.254139160216025e+01, 2.764327178650038e+00, 2.799570895753752e+00
3349, 3.301438498181834e+01, 2.553019973959484e+00, 2.718217207333165e+00
3350, 3.314398878536407e+01, 2.526851839865909e+00, 2.694476934591640e+00
3351, 3.326979544037139e+01, 2.508852410638824e+00, 2.671633938224284e+00
3352, 3.338123299268703e+01, 2.498786131166802e+00, 2.651730157934282e+00
3353, 3.348473675176370e+01, 2.493218282714987e+00, 2.633324382384427e+00
3354, 3.358139085404933e+01, 2.486837424045464e+00, 2.615095175450283e+00
3355, 3.367783108812814e+01, 2.471251315673008e+00, 2.593717593379577e+00
3356, 3.377060747747922e+01, 2.443348491018864e+00, 2.568543456311679e+00
3357, 3.387731487320561e+01, 2.416655847615999e+00, 2.539607798666355e+00
3358, 3.399239410171170e+01, 2.394033451275424e+00, 2.508717975513581e+00
3359, 3.412186751389806e+01, 2.374406821797747e+00, 2.474116301235791e+00
3360, 3.425246758805450e+01, 2.362540458741933e+00, 2.440288469909492e+00
3361, 3.438148548458038e+01, 2.358784825811034e+00, 2.408367010806541e+00
3362, 3.450905504206326e+01, 2.363553199366206e+00, 2.378846227646113e+00
3363, 3.462975091984703e+01, 2.375086500771086e+00, 2.352736760747512e+00
3364, 3.474189210665396e+01, 2.390411308500705e+00, 2.329672478697767e+00
3365, 3.484609852746204e+01, 2.408568974604581e+00, 2.309399656633787e+00
3366, 3.494397839600804e+01, 2.428140458445305e+00, 2.291173607077515e+00
3367, 3.503068374201489e+01, 2.446944964769412e+00, 2.275604626043260e+00
3368, 3.761740366331924e+01, 1.639347347214928e+00, 9.651835923479193e-01
3369, 3.758599329450895e+01, 1.477732598870477e+00, 8.681783488975239e-01
3370, 3.737613589689032e+01, 1.368325905544321e+00, 8.783402595803415e-01
